cell_line,activity_id,assay_chembl_id,molecule_chembl_id,canonical_smiles,target_pref_name,target_organism,assay_type,standard_type,standard_relation,standard_value,standard_units,pchembl_value_final,pchembl_source,pchembl_value_raw,data_validity_comment
HepG2,353657,CHEMBL692128,CHEMBL417088,CCC1C(=O)N(CCCCCCCOc2ccc(Cl)cc2)/C(=N\C#N)N1c1ccncc1,HepG2,Homo sapiens,F,IC50,=,3446.0,nM,5.46,pchembl_value,5.46,
HepG2,355122,CHEMBL692128,CHEMBL17029,CC1C(=O)N(CCCCCOc2ccc(Cl)cc2)/C(=N\C#N)N1c1ccncc1,HepG2,Homo sapiens,F,IC50,=,4088.0,nM,5.39,pchembl_value,5.39,
HepG2,355129,CHEMBL692128,CHEMBL17429,N#C/N=C1\N(CCCCCCOc2ccc(Cl)cc2)C(=O)CCN1c1ccncc1,HepG2,Homo sapiens,F,IC50,=,344.0,nM,6.46,pchembl_value,6.46,
HepG2,356315,CHEMBL696817,CHEMBL151423,O=c1cc2oc3ccccc3nc-2c2cccnc12,HepG2,Homo sapiens,F,IC50,=,50.0,nM,7.3,pchembl_value,7.30,
HepG2,356484,CHEMBL701906,CHEMBL75950,Nc1nc(Cl)c2c(ncn2/C=C2/CC2CO)n1,HepG2,Homo sapiens,F,IC50,>,10000.0,nM,5.0,fallback_from_standard_value_units,,
HepG2,356508,CHEMBL701906,CHEMBL75956,Nc1nc(O)c2ncn(/C=C3\CC3CO)c2n1,HepG2,Homo sapiens,F,IC50,>,10000.0,nM,5.0,fallback_from_standard_value_units,,
HepG2,356594,CHEMBL692128,CHEMBL17137,N#C/N=C1\N(CCCCCOc2ccc(Cl)cc2)C(=O)C(c2ccccc2)N1c1ccncc1,HepG2,Homo sapiens,F,IC50,=,415.0,nM,6.38,pchembl_value,6.38,
HepG2,357988,CHEMBL692128,CHEMBL17007,CCC1C(=O)N(CCCCCCOc2ccc(Cl)cc2)/C(=N\C#N)N1c1ccncc1,HepG2,Homo sapiens,F,IC50,=,4352.0,nM,5.36,pchembl_value,5.36,
HepG2,359078,CHEMBL698438,CHEMBL336442,CCOC(=O)Nc1cc(COC(=O)CCC(=O)Nc2cc(C(=O)NCCN(C)C)n(C)c2)cc(Nc2c3ccccc3nc3ccccc23)c1,HepG2,Homo sapiens,F,IC50,=,80.0,nM,7.1,pchembl_value,7.10,
HepG2,359346,CHEMBL692128,CHEMBL280435,N#C/N=C1\N(CCCCCOc2ccc(Cl)cc2)C(=O)CN1c1ccncc1,HepG2,Homo sapiens,F,IC50,=,4204.0,nM,5.38,pchembl_value,5.38,
HepG2,361854,CHEMBL692128,CHEMBL16928,CC1C(=O)N(CCCCCCOc2ccc(Cl)cc2)/C(=N\C#N)N1c1ccncc1,HepG2,Homo sapiens,F,IC50,=,282.0,nM,6.55,pchembl_value,6.55,
HepG2,363096,CHEMBL698438,CHEMBL341709,CCOC(=O)Nc1cc(CO)cc(Nc2c3ccccc3nc3ccccc23)c1,HepG2,Homo sapiens,F,IC50,=,460.0,nM,6.34,pchembl_value,6.34,
HepG2,366190,CHEMBL698438,CHEMBL343222,CCOC(=O)Nc1cc(COC(=O)CCCC(=O)Nc2cc(-c3cc(C(=O)NCCN(C)C)n(C)c3)n(C)c2)cc(Nc2c3ccccc3nc3ccccc23)c1,HepG2,Homo sapiens,F,IC50,=,630.0,nM,6.2,pchembl_value,6.20,
HepG2,366378,CHEMBL701906,CHEMBL853,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,HepG2,Homo sapiens,F,IC50,=,1400.0,nM,5.85,pchembl_value,5.85,
HepG2,369108,CHEMBL701906,CHEMBL76121,Nc1nc(Cl)c2ncn(/C=C3\CC3CO)c2n1,HepG2,Homo sapiens,F,IC50,>,10000.0,nM,5.0,fallback_from_standard_value_units,,
HepG2,370628,CHEMBL701906,CHEMBL305612,Nc1ncnc2c1ncn2/C=C1/CC1CO,HepG2,Homo sapiens,F,IC50,=,2000.0,nM,5.7,pchembl_value,5.70,
HepG2,371777,CHEMBL698438,CHEMBL139229,CN(C)CCNC(=O)c1cc(NC(=O)CCC(=O)Nc2cc(CO)cc(Nc3c4ccccc4nc4ccccc34)c2)cn1C,HepG2,Homo sapiens,F,IC50,=,4200.0,nM,5.38,pchembl_value,5.38,
HepG2,372101,CHEMBL692128,CHEMBL17077,N#C/N=C1\N(CCCCCOc2ccc(Cl)cc2)C(=O)CCN1c1ccncc1,HepG2,Homo sapiens,F,IC50,=,2830.0,nM,5.55,pchembl_value,5.55,
HepG2,373246,CHEMBL698438,CHEMBL343337,CN(C)CCNC(=O)c1cc(NC(=O)CCCC(=O)Nc2cc(CO)cc(Nc3c4ccccc4nc4ccccc34)c2)cn1C,HepG2,Homo sapiens,F,IC50,=,100000.0,nM,4.0,pchembl_value,4.00,
HepG2,373592,CHEMBL692128,CHEMBL278064,N#C/N=C1\N(CCCCCCOc2ccc(Cl)cc2)C(=O)CN1c1ccncc1,HepG2,Homo sapiens,F,IC50,=,392.0,nM,6.41,pchembl_value,6.41,
HepG2,376732,CHEMBL693797,CHEMBL1200699,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.O,HepG2,Homo sapiens,F,IC50,=,53000.0,nM,4.28,pchembl_value,4.28,
HepG2,378792,CHEMBL698438,CHEMBL344053,CN(C)CCNC(=O)c1cc(-c2cc(NC(=O)CCC(=O)Nc3cc(CO)cc(Nc4c5ccccc5nc5ccccc45)c3)cn2C)cn1C,HepG2,Homo sapiens,F,IC50,=,7000.0,nM,5.16,pchembl_value,5.16,
HepG2,378801,CHEMBL698438,CHEMBL343088,CCOC(=O)Nc1cc(COC(=O)CCCC(=O)Nc2cc(C(=O)NCCN(C)C)n(C)c2)cc(Nc2c3ccccc3nc3ccccc23)c1,HepG2,Homo sapiens,F,IC50,=,80.0,nM,7.1,pchembl_value,7.10,
HepG2,378810,CHEMBL698438,CHEMBL1161218,CN1CCN(c2ccc3nc(-c4ccc5nc(-c6ccc(OCCCC(=O)Nc7cc(CO)cc(Nc8c9ccccc9nc9ccccc89)c7)cc6)[nH]c5c4)[nH]c3c2)CC1,HepG2,Homo sapiens,F,IC50,>,100000.0,nM,4.0,fallback_from_standard_value_units,,
HepG2,381948,CHEMBL701906,CHEMBL74478,Nc1ncnc2c1ncn2/C=C1\CC1CO,HepG2,Homo sapiens,F,IC50,>,10000.0,nM,5.0,fallback_from_standard_value_units,,
HepG2,386272,CHEMBL692128,CHEMBL17376,N#C/N=C1\N(CCCCCCCOc2ccc(Cl)cc2)C(=O)CN1c1ccncc1,HepG2,Homo sapiens,F,IC50,=,2736.0,nM,5.56,pchembl_value,5.56,
HepG2,386279,CHEMBL692128,CHEMBL417264,CCC1C(=O)N(CCCCCOc2ccc(Cl)cc2)/C(=N\C#N)N1c1ccncc1,HepG2,Homo sapiens,F,IC50,=,4317.0,nM,5.37,pchembl_value,5.37,
HepG2,386286,CHEMBL692128,CHEMBL16678,N#C/N=C1\N(CCCCCCOc2ccc(Cl)cc2)C(=O)C(c2ccccc2)N1c1ccncc1,HepG2,Homo sapiens,F,IC50,=,44.0,nM,7.36,pchembl_value,7.36,
HepG2,386293,CHEMBL692128,CHEMBL278676,N#C/N=C1\N(CCCCCCCOc2ccc(Cl)cc2)C(=O)CCN1c1ccncc1,HepG2,Homo sapiens,F,IC50,=,4001.0,nM,5.4,pchembl_value,5.40,
HepG2,393125,CHEMBL693811,CHEMBL17470,CC(C)CCCC(C)CCCC(C)N1CC[C@H]2[C@H](C)[C@@H](O)CC[C@]2(C)C1,HepG2,Homo sapiens,F,IC50,=,70.0,nM,7.16,pchembl_value,7.16,
HepG2,402056,CHEMBL693811,CHEMBL333562,C[C@@H]1[C@@H](O)CC[C@]2(C)CNCC[C@@H]12,HepG2,Homo sapiens,F,IC50,=,19000.0,nM,4.72,pchembl_value,4.72,
HepG2,405120,CHEMBL693811,CHEMBL331432,CC(=O)N1CC[C@H]2[C@H](C)[C@@H](O)CC[C@]2(C)C1,HepG2,Homo sapiens,F,IC50,>,100000.0,nM,4.0,fallback_from_standard_value_units,,
HepG2,406289,CHEMBL693811,CHEMBL17168,CCCCCCCCCCCC(=O)N1CC[C@H]2[C@H](C)[C@@H](O)CC[C@]2(C)C1,HepG2,Homo sapiens,F,IC50,=,700.0,nM,6.16,pchembl_value,6.16,
HepG2,408704,CHEMBL693811,CHEMBL119316,CCCCCCCCCCCC[S+]([O-])N1CC[C@H]2[C@H](C)[C@@H](O)CC[C@]2(C)C1,HepG2,Homo sapiens,F,IC50,=,2800.0,nM,5.55,pchembl_value,5.55,
HepG2,408706,CHEMBL693811,CHEMBL120689,CCCCCCCCCCCCS(=O)(=O)N1CC[C@H]2[C@H](C)[C@@H](O)CC[C@]2(C)C1,HepG2,Homo sapiens,F,IC50,=,52000.0,nM,4.28,pchembl_value,4.28,
HepG2,411579,CHEMBL694353,CHEMBL261454,c1ccc(-c2n[nH]cc2-c2ccnc3ccccc23)nc1,HepG2,Homo sapiens,F,IC50,=,60.0,nM,7.22,pchembl_value,7.22,
HepG2,413557,CHEMBL693811,CHEMBL279569,CCCCCCCCCCCCN1CC[C@H]2[C@H](C)[C@@H](O)CC[C@]2(C)C1,HepG2,Homo sapiens,F,IC50,=,10.0,nM,8.0,pchembl_value,8.00,
HepG2,417161,CHEMBL693811,CHEMBL122299,CCCCCCCCCCCC(=S)N1CC[C@H]2[C@H](C)[C@@H](O)CC[C@]2(C)C1,HepG2,Homo sapiens,F,IC50,=,2000.0,nM,5.7,pchembl_value,5.70,
HepG2,420777,CHEMBL693811,CHEMBL308982,CC1(C)[C@@H](O)CC[C@]2(C)CCCC[C@@H]12,HepG2,Homo sapiens,F,IC50,=,28000.0,nM,4.55,pchembl_value,4.55,
HepG2,436997,CHEMBL699203,CHEMBL66345,Cc1nn(C[C@@H]2CO[C@@H](CO)O2)c(=O)[nH]c1=O,HepG2,Homo sapiens,F,IC50,>,50000.0,nM,4.30103,fallback_from_standard_value_units,,
HepG2,440924,CHEMBL699203,CHEMBL71761,Cc1nn(C[C@H]2CO[C@H](CO)O2)c(=O)[nH]c1=O,HepG2,Homo sapiens,F,IC50,>,50000.0,nM,4.30103,fallback_from_standard_value_units,,
HepG2,455627,CHEMBL699203,CHEMBL307774,Nc1ncn(C[C@H]2CO[C@@H](CO)O2)c(=O)n1,HepG2,Homo sapiens,F,IC50,=,27000.0,nM,4.57,pchembl_value,4.57,
HepG2,456815,CHEMBL699203,CHEMBL71762,Nc1ncn(C[C@H]2CO[C@H](CO)O2)c(=O)n1,HepG2,Homo sapiens,F,IC50,=,17000.0,nM,4.77,pchembl_value,4.77,
HepG2,460778,CHEMBL699203,CHEMBL853,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,HepG2,Homo sapiens,F,IC50,>,37000.0,nM,4.431798,fallback_from_standard_value_units,,
HepG2,462037,CHEMBL699203,CHEMBL69703,Nc1ncn(C[C@@H]2CO[C@H](CO)O2)c(=O)n1,HepG2,Homo sapiens,F,IC50,=,17000.0,nM,4.77,pchembl_value,4.77,
HepG2,462048,CHEMBL699203,CHEMBL66346,Nc1ncn(C[C@@H]2CO[C@@H](CO)O2)c(=O)n1,HepG2,Homo sapiens,F,IC50,=,25000.0,nM,4.6,pchembl_value,4.60,
HepG2,463253,CHEMBL699203,CHEMBL69837,Cc1nn(C[C@H]2CO[C@@H](CO)O2)c(=O)[nH]c1=O,HepG2,Homo sapiens,F,IC50,>,50000.0,nM,4.30103,fallback_from_standard_value_units,,
HepG2,467234,CHEMBL699203,CHEMBL304312,Cc1nn(C[C@@H]2CO[C@H](CO)O2)c(=O)[nH]c1=O,HepG2,Homo sapiens,F,IC50,>,50000.0,nM,4.30103,fallback_from_standard_value_units,,
HepG2,512774,CHEMBL693815,CHEMBL301318,Cc1cc(Cn2cc(C(=O)C(=O)Nc3cc(C)ns3)c3ccccc32)on1,HepG2,Homo sapiens,F,IC50,=,1711.0,nM,5.77,pchembl_value,5.77,
HepG2,512786,CHEMBL693815,CHEMBL295694,Cc1cc(NC(=O)C(=O)c2cn(Cc3cc(C(C)C)no3)c3ccccc23)sn1,HepG2,Homo sapiens,F,IC50,>,10000.0,nM,5.0,fallback_from_standard_value_units,,
HepG2,514289,CHEMBL615274,CHEMBL357549,Nc1ncnc2c1ncn2/C=C1\CC1(CO)CO,HepG2,Homo sapiens,F,CC50,>,50000.0,nM,4.30103,fallback_from_standard_value_units,,
HepG2,515426,CHEMBL693815,CHEMBL46222,Cc1cc(Cn2cc(C(=O)C(=O)Nc3ccc4ncccc4c3)c3ccccc32)on1,HepG2,Homo sapiens,F,IC50,=,1837.0,nM,5.74,pchembl_value,5.74,
HepG2,517284,CHEMBL615276,CHEMBL78101,Nc1nc(O)c2ncn([C@H]3CC[C@@H](CO)O3)c2n1,HepG2,Homo sapiens,F,EC50,>,10000.0,nM,5.0,fallback_from_standard_value_units,,
HepG2,517884,CHEMBL693815,CHEMBL46330,O=C(Nc1ccc2ncccc2c1)C(=O)c1cn(Cc2ccco2)c2ccccc12,HepG2,Homo sapiens,F,IC50,>,10000.0,nM,5.0,fallback_from_standard_value_units,,
HepG2,517894,CHEMBL693815,CHEMBL295874,Cc1cc(Cn2cc(C(=O)C(=O)Nc3nc(C)cs3)c3ccccc32)on1,HepG2,Homo sapiens,F,IC50,>,10000.0,nM,5.0,fallback_from_standard_value_units,,
HepG2,517966,CHEMBL615274,CHEMBL152780,Nc1nc(NC2CC2)c2ncn(/C=C3/CC3(CO)CO)c2n1,HepG2,Homo sapiens,F,CC50,>,100000.0,nM,4.0,fallback_from_standard_value_units,,
HepG2,519244,CHEMBL693815,CHEMBL48087,CCc1cc(Cn2cc(C(=O)C(=O)Nc3cc(C)ns3)c3ccccc32)on1,HepG2,Homo sapiens,F,IC50,=,1149.0,nM,5.94,pchembl_value,5.94,
HepG2,521988,CHEMBL615274,CHEMBL265948,Nc1nc2c(ncn2/C=C2/CC2(CO)CO)c(=O)[nH]1,HepG2,Homo sapiens,F,CC50,>,50000.0,nM,4.30103,fallback_from_standard_value_units,,
HepG2,522588,CHEMBL615276,CHEMBL45254,OCC1C=CC(n2cnc3c(O)ncnc32)O1,HepG2,Homo sapiens,F,EC50,>,10000.0,nM,5.0,fallback_from_standard_value_units,,
HepG2,522589,CHEMBL615327,CHEMBL45254,OCC1C=CC(n2cnc3c(O)ncnc32)O1,HepG2,Homo sapiens,F,IC50,=,50000.0,nM,4.3,pchembl_value,4.30,
HepG2,522594,CHEMBL615276,CHEMBL45071,Nc1nc(O)c2ncn(C3C=CC(CO)O3)c2n1,HepG2,Homo sapiens,F,EC50,>,10000.0,nM,5.0,fallback_from_standard_value_units,,
HepG2,522595,CHEMBL615327,CHEMBL45071,Nc1nc(O)c2ncn(C3C=CC(CO)O3)c2n1,HepG2,Homo sapiens,F,IC50,=,50000.0,nM,4.3,pchembl_value,4.30,
HepG2,523164,CHEMBL693815,CHEMBL45601,Cc1cc(NC(=O)C(=O)c2cn(Cc3ccc(C#N)cc3)c3ccccc23)sn1,HepG2,Homo sapiens,F,IC50,=,3663.0,nM,5.44,pchembl_value,5.44,
HepG2,523203,CHEMBL615274,CHEMBL154409,Nc1nc(F)c2ncn(/C=C3\CC3(CO)CO)c2n1,HepG2,Homo sapiens,F,CC50,=,56400.0,nM,4.248721,fallback_from_standard_value_units,,
HepG2,524465,CHEMBL693815,CHEMBL50280,Cc1cc(NC(=O)C(=O)c2cn(Cc3ccco3)c3ccccc23)sn1,HepG2,Homo sapiens,F,IC50,=,7216.0,nM,5.14,pchembl_value,5.14,
HepG2,524473,CHEMBL693815,CHEMBL295063,Cc1cc(NC(=O)C(=O)c2cn(Cc3ccno3)c3ccccc23)sn1,HepG2,Homo sapiens,F,IC50,>,10000.0,nM,5.0,fallback_from_standard_value_units,,
HepG2,525709,CHEMBL693815,CHEMBL295137,O=C(Nc1ccc2ncccc2c1)C(=O)c1cn(Cc2cscn2)c2ccccc12,HepG2,Homo sapiens,F,IC50,>,10000.0,nM,5.0,fallback_from_standard_value_units,,
HepG2,527027,CHEMBL693815,CHEMBL412438,Cc1cc(NC(=O)C(=O)c2cn(Cc3ccoc3)c3ccccc23)sn1,HepG2,Homo sapiens,F,IC50,=,5962.0,nM,5.22,pchembl_value,5.22,
HepG2,527035,CHEMBL693815,CHEMBL48116,Cc1cc(NC(=O)C(=O)c2cn(Cc3ccsc3)c3ccccc23)sn1,HepG2,Homo sapiens,F,IC50,=,2537.0,nM,5.6,pchembl_value,5.60,
HepG2,527095,CHEMBL615274,CHEMBL152418,Nc1nc(Cl)c2ncn(/C=C3\CC3(CO)CO)c2n1,HepG2,Homo sapiens,F,CC50,=,23600.0,nM,4.627088,fallback_from_standard_value_units,,
HepG2,527107,CHEMBL615274,CHEMBL2111211,Nc1nc(Cl)c2ncn(/C=C3/CC3(CO)CO)c2n1,HepG2,Homo sapiens,F,CC50,=,11600.0,nM,4.935542,fallback_from_standard_value_units,,
HepG2,527847,CHEMBL615276,CHEMBL290427,Nc1ncnc2c1ncn2[C@H]1C=C[C@@H](CO)O1,HepG2,Homo sapiens,F,EC50,=,1200.0,nM,5.92,pchembl_value,5.92,
HepG2,527848,CHEMBL615327,CHEMBL290427,Nc1ncnc2c1ncn2[C@H]1C=C[C@@H](CO)O1,HepG2,Homo sapiens,F,IC50,=,70000.0,nM,4.16,pchembl_value,4.16,
HepG2,531951,CHEMBL615276,CHEMBL23094,Nc1ncnc2c1ncn2[C@H]1CC[C@@H](CO)O1,HepG2,Homo sapiens,F,EC50,=,6000.0,nM,5.22,pchembl_value,5.22,
HepG2,532562,CHEMBL615274,CHEMBL2111212,Nc1nc(N)c2ncn(/C=C3/CC3(CO)CO)c2n1,HepG2,Homo sapiens,F,CC50,>,100000.0,nM,4.0,fallback_from_standard_value_units,,
HepG2,532575,CHEMBL615274,CHEMBL2111213,Nc1nc(F)c2ncn(/C=C3/CC3(CO)CO)c2n1,HepG2,Homo sapiens,F,CC50,>,100000.0,nM,4.0,fallback_from_standard_value_units,,
HepG2,535170,CHEMBL693815,CHEMBL44742,O=C(Nc1ccc2ncccc2c1)C(=O)c1cn(Cc2cccs2)c2ccccc12,HepG2,Homo sapiens,F,IC50,=,5668.0,nM,5.25,pchembl_value,5.25,
HepG2,535245,CHEMBL615274,CHEMBL513554,COc1nc(N)nc2c1ncn2/C=C1/CC1(CO)CO,HepG2,Homo sapiens,F,CC50,>,100000.0,nM,4.0,fallback_from_standard_value_units,,
HepG2,537927,CHEMBL615274,CHEMBL345346,Nc1nc(NC2CC2)c2ncn(/C=C3\CC3(CO)CO)c2n1,HepG2,Homo sapiens,F,CC50,>,100000.0,nM,4.0,fallback_from_standard_value_units,,
HepG2,538009,CHEMBL615274,CHEMBL359127,Nc1ccn(/C=C2\CC2(CO)CO)c(=O)n1,HepG2,Homo sapiens,F,CC50,>,50000.0,nM,4.30103,fallback_from_standard_value_units,,
HepG2,540361,CHEMBL693815,CHEMBL46211,Cc1cc(NC(=O)C(=O)c2cn(Cc3cc(-c4ccccc4)no3)c3ccccc23)sn1,HepG2,Homo sapiens,F,IC50,>,10000.0,nM,5.0,fallback_from_standard_value_units,,
HepG2,540369,CHEMBL693815,CHEMBL297334,Cc1cc(Cn2cc(C(=O)C(=O)Nc3cc(C)no3)c3ccccc32)on1,HepG2,Homo sapiens,F,IC50,>,10000.0,nM,5.0,fallback_from_standard_value_units,,
HepG2,540515,CHEMBL615274,CHEMBL421982,Cc1cn(/C=C2/CC2(CO)CO)c(=O)[nH]c1=O,HepG2,Homo sapiens,F,CC50,>,50000.0,nM,4.30103,fallback_from_standard_value_units,,
HepG2,544262,CHEMBL693815,CHEMBL49642,O=C(Nc1ccncc1)C(=O)c1cn(Cc2ccc(Cl)cc2)c2ccccc12,HepG2,Homo sapiens,F,IC50,>,10000.0,nM,5.0,fallback_from_standard_value_units,,
HepG2,544344,CHEMBL615274,CHEMBL155623,COc1nc(N)nc2c1ncn2/C=C1\CC1(CO)CO,HepG2,Homo sapiens,F,CC50,=,90000.0,nM,4.045757,fallback_from_standard_value_units,,
HepG2,544357,CHEMBL615274,CHEMBL152335,Nc1nc(N)c2ncn(/C=C3\CC3(CO)CO)c2n1,HepG2,Homo sapiens,F,CC50,=,48000.0,nM,4.318759,fallback_from_standard_value_units,,
HepG2,544974,CHEMBL615276,CHEMBL1460,O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,HepG2,Homo sapiens,F,EC50,>,10000.0,nM,5.0,fallback_from_standard_value_units,,
HepG2,548349,CHEMBL615274,CHEMBL347817,Nc1nc2c(ncn2/C=C2\CC2(CO)CO)c(=O)[nH]1,HepG2,Homo sapiens,F,CC50,>,50000.0,nM,4.30103,fallback_from_standard_value_units,,
HepG2,549370,CHEMBL615274,CHEMBL157102,Nc1ncnc2c1ncn2/C=C1/CC1(CO)CO,HepG2,Homo sapiens,F,CC50,>,50000.0,nM,4.30103,fallback_from_standard_value_units,,
HepG2,552941,CHEMBL693815,CHEMBL297119,Cc1cc(NC(=O)C(=O)c2cn(Cc3cccs3)c3ccccc23)sn1,HepG2,Homo sapiens,F,IC50,>,10000.0,nM,5.0,fallback_from_standard_value_units,,
HepG2,552951,CHEMBL693815,CHEMBL296654,O=C(Nc1ccc2ncccc2c1)C(=O)c1cn(Cc2ccsc2)c2ccccc12,HepG2,Homo sapiens,F,IC50,=,1889.0,nM,5.72,pchembl_value,5.72,
HepG2,553049,CHEMBL615274,CHEMBL151794,Nc1ccn(/C=C2/CC2(CO)CO)c(=O)n1,HepG2,Homo sapiens,F,CC50,>,50000.0,nM,4.30103,fallback_from_standard_value_units,,
HepG2,553061,CHEMBL615274,CHEMBL153255,Cc1cn(/C=C2\CC2(CO)CO)c(=O)[nH]c1=O,HepG2,Homo sapiens,F,CC50,>,50000.0,nM,4.30103,fallback_from_standard_value_units,,
HepG2,554149,CHEMBL696818,CHEMBL353101,CCOC(=O)C1=CC2C(=O)c3ncccc3C(=O)C2C(c2ccc([N+](=O)[O-])cc2)=N1,HepG2,Homo sapiens,F,IC50,=,70.0,nM,7.16,pchembl_value,7.16,
HepG2,556562,CHEMBL696818,CHEMBL353522,CCOC(=O)C1=CC2C(=O)c3cccnc3C(=O)C2C(c2ccccc2)=N1,HepG2,Homo sapiens,F,IC50,=,1000.0,nM,6.0,pchembl_value,6.00,
HepG2,561181,CHEMBL696818,CHEMBL169305,CCOC(=O)C1=CC2C(=O)c3ncccc3C(=O)C2C(c2ccc(N(C)C)cc2)=N1,HepG2,Homo sapiens,F,IC50,=,900.0,nM,6.05,pchembl_value,6.05,
HepG2,561191,CHEMBL696818,CHEMBL170164,CCOC(=O)C1=CC2C(=O)c3cccnc3C(=O)C2C(c2ccc(Br)cc2)=N1,HepG2,Homo sapiens,F,IC50,=,2300.0,nM,5.64,pchembl_value,5.64,
HepG2,562992,CHEMBL698435,CHEMBL141,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,HepG2,Homo sapiens,F,EC50,=,200.0,nM,6.7,pchembl_value,6.70,
HepG2,567077,CHEMBL696818,CHEMBL169393,CCOC(=O)C1(N)CSC2=C1C(=O)c1ncccc1C2=O,HepG2,Homo sapiens,F,IC50,=,600.0,nM,6.22,pchembl_value,6.22,
HepG2,567348,CHEMBL872936,CHEMBL2220442,CC(C)n1c(/C=C/C(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,HepG2,Homo sapiens,F,IC50,=,28.0,nM,7.55,pchembl_value,7.55,
HepG2,568449,CHEMBL696818,CHEMBL169995,CCOC(=O)C1=CC2C(=O)c3cccnc3C(=O)C2C(c2ccc(N(C)C)cc2)=N1,HepG2,Homo sapiens,F,IC50,=,2200.0,nM,5.66,pchembl_value,5.66,
HepG2,569691,CHEMBL696818,CHEMBL436051,CCOC(=O)C1=CC2C(=O)c3ncccc3C(=O)C2C(c2ccc(Br)cc2)=N1,HepG2,Homo sapiens,F,IC50,=,300.0,nM,6.52,pchembl_value,6.52,
HepG2,571024,CHEMBL696818,CHEMBL354182,CCOC(=O)C1=CC2C(=O)c3cccnc3C(=O)C2C(c2ccc(C)cc2)=N1,HepG2,Homo sapiens,F,IC50,=,1900.0,nM,5.72,pchembl_value,5.72,
HepG2,571652,CHEMBL698435,CHEMBL277264,Nc1nc(O)c2ncn([C@@H]3C[C@H](CO)[C@@H](O)C3)c2n1,HepG2,Homo sapiens,F,EC50,=,50.0,nM,7.3,pchembl_value,7.30,
HepG2,572282,CHEMBL696818,CHEMBL355741,CCOC(=O)C1=CC2C(=O)c3ncccc3C(=O)C2C(c2ccc(Cl)cc2)=N1,HepG2,Homo sapiens,F,IC50,=,400.0,nM,6.4,pchembl_value,6.40,
HepG2,572873,CHEMBL698435,CHEMBL27445,C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cnc2c(N)ncnc21,HepG2,Homo sapiens,F,EC50,=,128.0,nM,6.89,pchembl_value,6.89,
HepG2,572876,CHEMBL698435,CHEMBL440792,C=C1[C@@H](CO)[C@H](O)C[C@H]1n1cnc2c(O)nc(N)nc21,HepG2,Homo sapiens,F,EC50,=,100000.0,nM,4.0,pchembl_value,4.00,
HepG2,575762,CHEMBL696818,CHEMBL168653,CCOC(=O)C1=CC2C(=O)c3ncccc3C(=O)C2C(c2ccc(C)cc2)=N1,HepG2,Homo sapiens,F,IC50,=,900.0,nM,6.05,pchembl_value,6.05,
HepG2,578343,CHEMBL696818,CHEMBL151423,O=c1cc2oc3ccccc3nc-2c2cccnc12,HepG2,Homo sapiens,F,IC50,=,50.0,nM,7.3,pchembl_value,7.30,
HepG2,579652,CHEMBL696818,CHEMBL355213,CCOC(=O)C1=CC2C(=O)c3ncccc3C(=O)C2C(c2ccc(OC)cc2)=N1,HepG2,Homo sapiens,F,IC50,=,1000.0,nM,6.0,pchembl_value,6.00,
HepG2,579955,CHEMBL872936,CHEMBL1144,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,HepG2,Homo sapiens,F,IC50,=,5100.0,nM,5.29,pchembl_value,5.29,
HepG2,580760,CHEMBL696818,CHEMBL168964,CCOC(=O)C1=CC2C(=O)c3cccnc3C(=O)C2C(c2ccc(Cl)cc2)=N1,HepG2,Homo sapiens,F,IC50,=,2000.0,nM,5.7,pchembl_value,5.70,
HepG2,581291,CHEMBL698435,CHEMBL25575,C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cc(I)c(=O)[nH]c1=O,HepG2,Homo sapiens,F,EC50,=,10500.0,nM,4.98,pchembl_value,4.98,
HepG2,582480,CHEMBL698435,CHEMBL24791,C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cc(C)c(=O)[nH]c1=O,HepG2,Homo sapiens,F,EC50,>,100000.0,nM,4.0,fallback_from_standard_value_units,,
HepG2,584427,CHEMBL696818,CHEMBL168693,CCOC(=O)C1=CC2C(=O)c3cccnc3C(=O)C2C(c2ccc(OC)cc2)=N1,HepG2,Homo sapiens,F,IC50,=,2000.0,nM,5.7,pchembl_value,5.70,
HepG2,585071,CHEMBL698435,CHEMBL5314362,C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cnc2c(=O)[nH]c(N)nc21.O,HepG2,Homo sapiens,F,EC50,=,3.0,nM,8.52,pchembl_value,8.52,
