canonical_smiles,pIC50
C[C@@H]1O[C@@H](O[C@H]2CC[C@H](O[C@@](C)(CC(=O)O)Cc3ccc4c(c3O)C(=O)c3ccc([C@H]5C[C@H]6O[C@H]7CC(=O)[C@H](C)O[C@H]7O[C@@H]6[C@@H](C)O5)c(O)c3C4=O)O[C@H]2C)CCC1=O,5.01
C[C@@H]1O[C@@H](O[C@H]2CC[C@H](O[C@H]3[C@H](O)C[C@H](c4ccc5c(c4O)C(=O)c4cc6c(c(O)c4C5=O)C[C@@](C)(O[C@H]4CC[C@H](O[C@H]5CCC(=O)[C@H](C)O5)[C@H](C)O4)CC6=O)O[C@@H]3C)O[C@H]2C)CCC1=O,4.96
C[C@@H]1O[C@@H](O[C@H]2CC[C@H](O[C@H]3[C@H](O)C[C@H](c4ccc5c(c4O)C(=O)C4=C(C5=O)[C@@]5(O)C(=O)C[C@](C)(O[C@H]6CC[C@H](O[C@H]7CCC(=O)[C@H](C)O7)[C@H](C)O6)C[C@@]5(O)C=C4)O[C@@H]3C)O[C@H]2C)CCC1=O,5.28
O=c1[nH]cc(F)c(=O)[nH]1,4.47
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,5.15
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,5.19
COc1cc(O)cc(/C=C/c2ccc(O)c(OC)c2OC)c1,4.43
COc1cc(O)cc(/C=C/c2cccc(O)c2OC)c1,4.04
Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,4.09
Oc1cccc(/C=C/c2cc(O)cc(O)c2)c1,4.02
COC(=O)[C@H]1O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4CC=C5[C@@H]6CC(C)(C)CC[C@]6(C(=O)O)CC[C@@]5(C)[C@]4(C)CC[C@H]3C2(C)C)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]1O,5.08
COC(=O)[C@H]1O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4CC=C5[C@@H]6CC(C)(C)CC[C@]6(C(=O)O)CC[C@@]5(C)[C@]4(C)CC[C@H]3C2(C)C)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H]1O,5.65
COC(=O)[C@H]1O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4CC=C5[C@@H]6[C@@H](C)[C@H](C)CC[C@]6(C(=O)O)CC[C@@]5(C)[C@]4(C)CC[C@H]3C2(C)C)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]1O,4.35
COC(=O)[C@H]1O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4CC=C5[C@@H]6[C@@H](C)[C@H](C)CC[C@]6(C(=O)O)CC[C@@]5(C)[C@]4(C)CC[C@H]3C2(C)C)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H]1O,4.33
CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5[C@@H](C)[C@H](C)CC[C@]5(C(=O)NCCNC(=O)CN)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,4.81
C[C@H]1[C@H](C)CC[C@]2(C(=O)NCCN)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,4.67
CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5[C@@H](C)[C@H](C)CC[C@]5(C(=O)NCCN)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,4.91
CSCC[C@H](N)C(=O)NCCNC(=O)[C@]12CC[C@@H](C)[C@H](C)[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,4.8
CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,4.51
C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,4.27
CCOP(=O)(OCC)C1(P(=O)(OCC)OCC)C(=S)c2ccccc2N1C,4.83
CCOP(=O)(OCC)C1(P(=O)(OCC)OCC)C(=S)c2ccccc2N=C1c1ccccc1,4.69
CCOP(=O)(OCC)C1(P(=O)(OCC)OCC)N=C(c2ccc(C)cc2)c2ccccc2C1=S,4.6
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,5.24
Clc1ccc(-c2nc3ccc(Nc4ncnc5ccccc45)cc3[nH]2)cc1,4.8
Brc1ccc(-c2nc3ccc(Nc4ncnc5ccccc45)cc3[nH]2)cc1,4.61
FC(F)(F)c1cccc(-c2nc3ccc(Nc4ncnc5ccccc45)cc3[nH]2)c1,4.03
FC(F)(F)c1ccc(-c2nc3ccc(Nc4ncnc5ccccc45)cc3[nH]2)cc1,4.11
Clc1ccc(-c2nc3ccc(Nc4ncnc5ccccc45)cc3[nH]2)cc1Cl,4.71
Clc1cc(Cl)cc(-c2nc3ccc(Nc4ncnc5ccccc45)cc3[nH]2)c1,4.55
Fc1ccc(Br)c(-c2nc3ccc(Nc4ncnc5ccccc45)cc3[nH]2)c1,4.17
CN1CCN(C2CCN(C(=O)Nc3cc(Oc4ccc(NC(=O)C5(C(=O)Nc6ccc(F)cc6)CC5)c(F)c4)ccn3)CC2)CC1,4.18
COc1cc(/C=C/c2nnc(NC(=O)c3cc(OC)c(OC)c(OC)c3Br)s2)c(Br)c(OC)c1OC,6.7
COc1cc(C(=O)Nc2nnc(/C=C/c3cc(OC)c(OC)c(OC)c3Br)s2)cc(OC)c1OC,6.68
COc1ccccc1C(=O)Nc1nnc(/C=C/c2cc(OC)c(OC)c(OC)c2Br)s1,6.64
COc1cccc(C(=O)Nc2nnc(/C=C/c3cc(OC)c(OC)c(OC)c3Br)s2)c1,6.92
COc1ccc(C(=O)Nc2nnc(/C=C/c3cc(OC)c(OC)c(OC)c3Br)s2)cc1,6.66
COc1ccc(C(=O)Nc2nnc(/C=C/c3cc(OC)c(OC)c(OC)c3Br)s2)cc1OC,7.3
COc1cc(/C=C/c2nnc(NC(=O)c3ccccc3Br)s2)c(Br)c(OC)c1OC,6.6
COc1cc(/C=C/c2nnc(NC(=O)c3cccc(Br)c3)s2)c(Br)c(OC)c1OC,6.8
COc1cc(/C=C/c2nnc(NC(=O)c3ccc(Br)cc3)s2)c(Br)c(OC)c1OC,6.7
COc1cc(/C=C/c2nnc(NC(=O)c3cccc(Cl)c3)s2)c(Br)c(OC)c1OC,6.82
COc1cc(/C=C/c2nnc(NC(=O)c3ccc(Cl)cc3)s2)c(Br)c(OC)c1OC,6.75
COc1cc(/C=C/c2nnc(NC(=O)c3cccc(F)c3)s2)c(Br)c(OC)c1OC,6.77
COc1cc(/C=C/c2nnc(NC(=O)c3ccc(F)cc3)s2)c(Br)c(OC)c1OC,6.62
COc1cc(/C=C/c2nnc(NC(=O)c3cccc(O)c3)s2)c(Br)c(OC)c1OC,6.66
COc1cccc(C(=O)Nc2nnc(/C=C/c3cc(OC)c(OC)c(OC)c3)s2)c1,6.57
COc1ccc(C(=O)Nc2nnc(/C=C/c3cc(OC)c(OC)c(OC)c3)s2)cc1OC,6.6
COc1cc(/C=C/c2nnc(NC(=O)c3cc(OC)c(OC)c(OC)c3)s2)cc(OC)c1OC,6.55
COc1cc(/C=C/c2nnc(NC(=O)c3cccc(O)c3)s2)cc(OC)c1OC,6.58
COc1ccc(/C=C/c2nnc(NC(=O)c3cc(OC)c(OC)c(OC)c3)s2)cc1OC,6.66
COc1ccc(/C=C/c2nnc(NC(=O)c3ccccc3OC)s2)cc1OC,6.58
COc1ccc(/C=C/c2nnc(NC(=O)c3cc(OC)c(OC)c(OC)c3Br)s2)cc1,6.68
COc1cccc(/C=C/c2nnc(NC(=O)c3cc(OC)c(OC)c(OC)c3Br)s2)c1,6.68
COc1cc(/C=C/c2nnc(NC(=O)c3ccccc3)s2)c(Br)c(OC)c1OC,6.75
COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1O,6.8
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,6.24
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,4.69
COc1ccc(CCNC2=C(Cl)C(=O)c3ccccc3C2=O)cc1OC,4.14
CC(=O)c1ccc(NC2=C(Cl)C(=O)c3ccccc3C2=O)cc1,5.01
CC(=O)c1cccc(NC2=C(Cl)C(=O)c3ccccc3C2=O)c1,5.32
O=C(O)c1ccccc1NC1=C(Cl)C(=O)c2ccccc2C1=O,4.09
CN(C1=C(Cl)C(=O)c2ccccc2C1=O)c1ccccc1,4.9
O=C1C(Cl)=C(Nc2cccc3cccnc23)C(=O)c2ccccc21,4.89
O=C1C(Cl)=C(Nc2ccccc2)C(=O)c2ccccc21,4.05
CCCCNC1=C(Cl)C(=O)c2ccccc2C1=O,4.19
O=C1C(Cl)=C(Cl)C(=O)c2ccccc21,4.19
COc1cc(OC)c(-c2coc3cc(OCc4cccc(C(F)(F)F)c4)ccc3c2=O)cc1OC,6.21
COc1cc(OC)c(-c2coc3cc(OCc4ccc(C(F)(F)F)cc4)ccc3c2=O)cc1OC,6.05
COc1cc(OC)c(-c2coc3cc(OCc4ccccc4Br)ccc3c2=O)cc1OC,5.66
COc1cc(OC)c(-c2coc3cc(OCc4cccc(Br)c4)ccc3c2=O)cc1OC,6.06
COc1cc(OC)c(-c2coc3cc(OCc4ccccc4Cl)ccc3c2=O)cc1OC,5.77
COc1cc(OC)c(-c2coc3cc(OCc4cccc(Cl)c4)ccc3c2=O)cc1OC,6.12
COc1cc(OC)c(-c2coc3cc(OCc4ccc(Cl)cc4)ccc3c2=O)cc1OC,6.03
COc1cc(OC)c(-c2coc3cc(OCc4cccc(F)c4)ccc3c2=O)cc1OC,5.91
COc1cc(OC)c(-c2coc3cc(OCc4ccc(C#N)cc4)ccc3c2=O)cc1OC,5.37
COc1cc(OC)c(-c2coc3cc(OCc4ccccc4C(F)(F)F)ccc3c2=O)cc1OC,5.18
COc1cc(OC)c(-c2coc3cc(OCc4ccc([N+](=O)[O-])cc4)ccc3c2=O)cc1OC,5.6
COc1cc(OC)c(-c2coc3cc(OCc4ccccc4C)ccc3c2=O)cc1OC,5.73
COc1cc(OC)c(-c2coc3cc(OCc4ccc(Br)cc4)ccc3c2=O)cc1OC,5.98
COc1cc(OC)c(-c2coc3cc(OCc4ccc(F)cc4)ccc3c2=O)cc1OC,6.0
COc1cc(OC)c(-c2coc3cc(OCc4ccccc4F)ccc3c2=O)cc1OC,5.89
COc1ccc2c(=O)c(-c3cc(OC)c(OC)cc3OC)coc2c1,5.69
COc1cc(OC)c(-c2coc3cc(OCc4ccccc4)ccc3c2=O)cc1OC,5.88
C#CCOc1ccc2c(=O)c(-c3cc(OC)c(OC)cc3OC)coc2c1,5.3
C=CCOc1ccc2c(=O)c(-c3cc(OC)c(OC)cc3OC)coc2c1,5.46
COc1cc(OC)c(-c2coc3cc(OCC=C(C)C)ccc3c2=O)cc1OC,6.55
COc1cc(OC)c(-c2coc3c4c(ccc3c2=O)OC(C)(C)C=C4)cc1OC,5.75
C[C@@H]1O[C@@H](CC(=O)O)Cc2cc3c(c(O)c21)C(=O)C1=C(C3=O)[C@H]2C[C@@H](O[C@H]3CC[C@H](O)[C@H](C)O3)[C@@]1(O)[C@@H](C)O2,4.73
C[C@@H]1O[C@H]2CC(=O)O[C@H]2C2=C1C(=O)c1c(O)c3c(c(O)c1C2=O)[C@H]1C[C@@H](O[C@H]2CC[C@H](O)[C@H](C)O2)[C@@]3(O)[C@@H](C)O1,5.24
C[C@@H]1O[C@H]2CC(=O)O[C@H]2C2=C1C(=O)c1c(O)c3c(c(O)c1C2=O)[C@H]1C[C@@H](O)[C@]3(O)[C@@H](C)O1,5.18
C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,4.62
C#CCOC(=O)[C@]12CC[C@@H](C(=C)C)[C@@H]1[C@H]1CC[C@@H]3[C@@]4(C)CC[C@H](OC(=O)CCC(=O)O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,4.3
C#CCOC(=O)[C@]12CC[C@@H](C(=C)C)[C@@H]1[C@H]1CC[C@@H]3[C@@]4(C)CC[C@H](OC(=O)CCCC(=O)O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,4.7
C=C(C)[C@@H]1CC[C@]2(C(=O)OCc3cn([C@H]4C[C@H](n5cc(C)c(=O)[nH]c5=O)O[C@@H]4CO)nn3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,5.16
C=C(C)[C@@H]1CC[C@]2(C(=O)OCc3cn([C@H]4C[C@H](n5cc(C)c(=O)[nH]c5=O)O[C@@H]4CO)nn3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CCC(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,4.69
C=C(C)[C@@H]1CC[C@]2(C(=O)OCc3cn([C@H]4C[C@H](n5cc(C)c(=O)[nH]c5=O)O[C@@H]4CO)nn3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CCCC(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,4.74
C=C(C)[C@@H]1CC[C@]2(C(=O)OCc3cn([C@H]4C[C@H](n5cc(C)c(=O)[nH]c5=O)O[C@@H]4CO)nn3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)CC(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,4.45
C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,4.37
C#CCOC(=O)[C@]12CC[C@@H](C)[C@H](C)[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,4.44
Cc1cn([C@H]2C[C@H](n3cc(COC(=O)[C@]45CC[C@@H](C)[C@H](C)[C@H]4C4=CC[C@@H]6[C@@]7(C)CC[C@H](O)C(C)(C)[C@@H]7CC[C@@]6(C)[C@]4(C)CC5)nn3)[C@@H](CO)O2)c(=O)[nH]c1=O,4.47
Cc1cn([C@H]2C[C@H](n3cc(COC(=O)[C@]45CCC(C)(C)C[C@H]4C4=CC[C@@H]6[C@@]7(C)CC[C@H](O)C(C)(C)[C@@H]7CC[C@@]6(C)[C@]4(C)CC5)nn3)[C@@H](CO)O2)c(=O)[nH]c1=O,5.13
C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=O)[C@H](C)[C@@H]5CC[C@]43C)[C@@H]12,4.95
C#CCOC(=O)[C@]12CC[C@@H](C(=C)C)[C@@H]1[C@H]1CC(=O)[C@@H]3[C@@]4(C)CCC(=O)[C@H](C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,4.22
C#CCOC(=O)[C@]12CC[C@@H](C(=C)C)[C@@H]1[C@H]1CC[C@@H]3[C@@]4(C)CC[C@H](OC(=O)CCC(=O)O)[C@H](C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,4.94
C#CCOC(=O)[C@]12CC[C@@H](C(=C)C)[C@@H]1[C@H]1CC[C@@H]3[C@@]4(C)CC[C@H](OCCCC(=O)O)[C@H](C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,4.56
C=C(C)[C@@H]1CC[C@]2(C(=O)OCc3cn([C@H]4C[C@H](n5cc(C)c(=O)[nH]c5=O)O[C@@H]4CO)nn3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CCC(=O)O)[C@H](C)[C@@H]5CC[C@]43C)[C@@H]12,5.11
C=C(C)[C@@H]1CC[C@]2(C(=O)OCc3cn([C@H]4C[C@H](n5cc(C)c(=O)[nH]c5=O)O[C@@H]4CO)nn3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@H](C)[C@@H]5CC[C@]43C)[C@@H]12,5.14
C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](C[C@@H](O)[C@@H]4[C@@]5(C)CCC(=O)[C@@H](C)[C@@H]5CC[C@]43C)[C@@H]12,4.24
C#CCOC(=O)[C@]12CC[C@@H](C(=C)C)[C@@H]1[C@H]1C[C@@H](O)[C@@H]3[C@@]4(C)CCC(=O)[C@@H](C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,4.4
C=C(C)[C@@H]1CC[C@]2(C(=O)OCc3cn([C@H]4C[C@H](n5cc(C)c(=O)[nH]c5=O)O[C@@H]4CO)nn3)CC[C@]3(C)[C@H](C[C@@H](O)[C@@H]4[C@@]5(C)CCC(=O)[C@@H](C)[C@@H]5CC[C@]43C)[C@@H]12,5.07
Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12,5.92
COC(=O)/C=C/c1ccc(O)c(O)c1,4.09
CCOC(=O)/C=C/c1ccc(O)c(O)c1,4.19
CC(C)OC(=O)/C=C/c1ccc(O)c(O)c1,4.04
CCC(C)OC(=O)/C=C/c1ccc(O)c(O)c1,4.02
CC(C)(C)OC(=O)/C=C/c1ccc(O)c(O)c1,4.16
CC(C)(COC(=O)/C=C/c1ccc(O)c(O)c1)[N+](=O)[O-],4.42
O=C(/C=C/c1ccc(O)c(O)c1)OC1CCCCC1,4.34
CCCCCCCOC(=O)/C=C/c1ccc(O)c(O)c1,4.35
CCCCCCCCOC(=O)/C=C/c1ccc(O)c(O)c1,4.26
CCCCCCC(C)OC(=O)/C=C/c1ccc(O)c(O)c1,4.62
CCCCCCCCCCCCCCCCCCOC(=O)/C=C/c1ccc(O)c(O)c1,5.3
O=C(/C=C/c1ccc(O)c(O)c1)Oc1ccccc1,4.29
O=C(/C=C/c1ccc(O)c(O)c1)OCc1ccccc1,4.07
O=C(/C=C/c1ccc(O)c(O)c1)OCCc1ccccc1,4.39
O=C(/C=C/c1cc(O)c(O)c(Br)c1)OCCc1ccccc1,5.35
O=C(/C=C/c1ccc(O)c(O)c1)OCCCCc1ccccc1,4.32
O=C(/C=C/c1ccc(O)c(O)c1)Oc1ccc2ccccc2c1,4.83
CC1(C)C2CCC1(C)C(OC(=O)/C=C/c1ccc(O)c(O)c1)C2,4.5
O=C(/C=C/c1ccc(O)c(O)c1)OC12CC3CC(CC(C3)C1)C2,4.52
O=C(/C=C/c1cc(O)c(O)c([N+](=O)[O-])c1)OC12CC3CC(CC(C3)C1)C2,5.42
O=C(/C=C/c1ccc(O)c(O)c1)NC12CC3CC(CC(C3)C1)C2,4.52
COc1cccc2c1C(=O)C1=C(C[C@H](C)O[C@@H]1C)C2(OC)c1ccc2cc3c(c(O)c2c1O)C(=O)C[C@@](C)(O)C3,5.34
COc1cc(OC)c2c(O)c(C(C)=O)c(C)cc2c1,5.02
COc1cc(C)cc2c1C(=O)c1c(O)cccc1C2=O,5.03
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,5.44
COc1cc(/C=C/C(=O)NCCCCCCNC2=C3C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC2=O)C3=O)cc(OC)c1OC,6.25
COC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O,7.4
C=CCNC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O,7.04
COc1ccc2c(c1)CCN2S(=O)(=O)c1ccc(-c2cnc(C3CC3)o2)cc1,7.26
O=S(=O)(c1ccc(-c2cnc(C3CC3)o2)cc1)N1CC2(CCCCC2)c2ccccc21,4.87
CC1Cc2ccccc2N1S(=O)(=O)c1ccc(-c2cnc(C3CC3)o2)cc1,4.78
O=S(=O)(c1ccc(-c2cnc(C3CC3)o2)cc1)N1CCc2ccccc21,7.24
Cc1ccc2c(c1)CCN2S(=O)(=O)c1ccc(-c2cnc(C3CC3)o2)cc1,6.53
O=[N+]([O-])c1ccc2c(c1)CCN2S(=O)(=O)c1ccc(-c2cnc(C3CC3)o2)cc1,5.78
O=[N+]([O-])c1ccc2c(c1)N(S(=O)(=O)c1ccc(-c3cnc(C4CC4)o3)cc1)CC2,6.56
O=S(=O)(c1ccc(-c2cnc(C3CC3)o2)cc1)N1CCc2ccc(Cl)cc21,6.61
O=c1[nH]n(S(=O)(=O)c2ccc(-c3cnc(C4CC4)o3)cc2)c2ccccc12,6.0
O=S(=O)(c1ccc(-c2cnc(C3CC3)o2)cc1F)N1CCc2ccccc21,4.73
O=S(=O)(c1ccc(-c2cnc(C3CC3)o2)cc1Cl)N1CCc2ccccc21,5.66
C=Cc1ncc(-c2ccc(S(=O)(=O)N3CCc4ccccc43)cc2)o1,4.59
N#Cc1ccc(/N=C2\c3ccccc3CN2c2ccc(C#N)cc2)cc1,5.33
O=[N+]([O-])c1ccc(/N=C2\c3ccccc3CN2c2ccc([N+](=O)[O-])cc2)cc1,5.01
N#Cc1ccc(/N=C2\c3ccccc3CN2c2ccc(C#N)nc2)cn1,5.26
N#Cc1ccc(/N=C2\c3ccccc3CN2c2ccc(C#N)cn2)nc1,5.03
CN(C)c1ccc(/N=C2\c3ccccc3CN2c2ccc(N(C)C)cc2)cc1,4.08
CC(=O)Nc1ccc(/N=C2\c3ccccc3CN2c2ccc(NC(C)=O)cc2)cc1,4.15
Cc1ccnc(/N=C2\c3ccccc3CN2c2cc(C)ccn2)c1,4.36
CC(=O)Nc1ccc(/N=C2\c3ccccc3CN2c2ccc(NC(C)=O)nc2)cn1,4.52
Nc1ccc(/N=C2\c3ccccc3CN2c2ccc(N)nc2)cn1,4.05
Cl.c1ccc2c(c1)CN(c1ccc(C3=NCCN3)cc1)/C2=N/c1ccc(C2=NCCN2)cc1,4.08
CC(C)NC(=N)c1ccc(/N=C2\c3ccccc3CN2c2ccc(C(=N)NC(C)C)cc2)cc1.Cl,4.21
Cl.c1ccc2c(c1)CN(c1ccc(C3=NCCN3)nc1)/C2=N/c1ccc(C2=NCCN2)nc1,4.69
Cl.N=C(N)c1ccc(/N=C2\c3ccccc3CN2c2ccc(C(=N)N)nc2)cn1,4.47
CC(C)NC(=N)c1ccc(N2Cc3ccccc3C2=O)nc1.Cl,4.29
Cl.N=C(N)c1ccc(N2Cc3ccccc3C2=O)nc1,4.39
COC(=O)CCC[C@@H]1[C@H]2CCCN3CCC[C@H](CN1Cc1ccc(OC)c(OC)c1Cl)[C@@H]23,5.08
COC(=O)CCC[C@@H]1[C@H]2CCCN3CCC[C@H](CN1Cc1ccccc1OC)[C@@H]23,4.99
COC(=O)CCC[C@@H]1[C@H]2CCCN3CCC[C@H](CN1Cc1cccc(OC)c1)[C@@H]23,4.97
COC(=O)CCC[C@@H]1[C@H]2CCCN3CCC[C@H](CN1Cc1ccc(OC)cc1)[C@@H]23,4.97
COC(=O)CCC[C@@H]1[C@H]2CCCN3CCC[C@H](CN1Cc1cccc4ccccc14)[C@@H]23,5.48
COC(=O)CCC[C@@H]1[C@H]2CCCN3CCC[C@H](CN1Cc1ccc4ccccc4c1)[C@@H]23,5.24
COC(=O)CCC[C@@H]1[C@H]2CCCN3CCC[C@H](CN1Cc1c4ccccc4cc4ccccc14)[C@@H]23,5.37
COc1ccc(CN2C[C@H]3CCCN4CCC[C@@H]([C@H]34)[C@H]2CCCCO)c(Cl)c1OC,4.8
COc1cccc(CN2C[C@H]3CCCN4CCC[C@@H]([C@H]34)[C@H]2CCCCO)c1Cl,4.63
COc1ccccc1CN1C[C@H]2CCCN3CCC[C@@H]([C@H]23)[C@H]1CCCCO,4.46
OCCCC[C@@H]1[C@H]2CCCN3CCC[C@H](CN1Cc1cccc4ccccc14)[C@@H]23,5.17
OCCCC[C@@H]1[C@H]2CCCN3CCC[C@H](CN1Cc1ccc4ccccc4c1)[C@@H]23,5.1
OCCCC[C@@H]1[C@H]2CCCN3CCC[C@H](CN1Cc1c4ccccc4cc4ccccc14)[C@@H]23,5.51
O=C(CCC[C@@H]1[C@H]2CCCN3CCC[C@H](CN1Cc1c4ccccc4cc4ccccc14)[C@@H]23)c1ccc(Cl)cc1,5.7
CC(C)(O)CCC[C@@H]1[C@H]2CCCN3CCC[C@H](CN1Cc1c4ccccc4cc4ccccc14)[C@@H]23,5.68
CCC(O)(CC)CCC[C@@H]1[C@H]2CCCN3CCC[C@H](CN1Cc1c4ccccc4cc4ccccc14)[C@@H]23,5.57
Fc1ccc(C(=CCC[C@@H]2[C@H]3CCCN4CCC[C@H](CN2Cc2c5ccccc5cc5ccccc25)[C@@H]34)c2ccc(F)cc2)cc1,5.28
OCCCC[C@@H]1[C@H]2CCCN3CCC[C@H](CN1Cc1ccc(Cl)cc1)[C@@H]23,5.03
CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,4.81
COc1ccc(/C=C/C(=O)c2ccc(OC)c3c2OC(C)(C)C=C3)cc1N.O=C(O)C(O)C(O)C(=O)O,7.96
COc1ccc(/C=C/C(=O)c2ccc(OC)c3c2OC(C)(C)C=C3)cc1N.O=C(O)/C=C\C(=O)O,7.92
COc1ccc(/C=C/C(=O)c2ccc(OC)c3c2OC(C)(C)C=C3)cc1N.CS(=O)(=O)O,8.0
COc1ccc(/C=C/C(=O)c2ccc(OC)c3c2OC(C)(C)C=C3)cc1N.O=S(=O)(O)O,7.96
COc1ccc(/C=C/C(=O)c2ccc(OC)c3c2OC(C)(C)C=C3)cc1N.Cl,8.05
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,7.38
COc1ccc(/C=C/C(=O)c2ccc(OC)c3c2OC(C)(C)C=C3)cc1,5.82
